user_id,username,real_name,email,phone,gender,age,province,city,registration_date,membership_level,total_orders,total_spent,avg_order_value,first_order_date,last_order_date,total_reviews,avg_rating_given,account_age_days
2128,user_002128,顾磊,user_002128@qq.com,18296773759,男,21,上海,浦东新区,2021-12-12,普通会员,2,1498.88,749.44,2025-09-17,2026-01-23,4,3.2,1692
2129,user_002129,严雨桐,user_002129@outlook.com,15283188861,女,57,辽宁,抚顺,2020-03-11,普通会员,4,2091.02,522.76,2025-05-25,2026-06-01,4,4.5,2333
2130,user_002130,魏浩,user_002130@sina.com,16663342809,男,40,山东,烟台,2019-08-30,钻石会员,6,661.73,110.29,2024-02-15,2026-03-24,5,5.0,2527
2131,user_002131,丁辉,user_002131@sina.com,13154168249,男,35,河北,沧州,2018-12-10,银卡会员,2,368.13,184.06,2025-08-16,2026-01-15,4,3.8,2790
2132,user_002132,贾华,user_002132@qq.com,19770549114,男,25,上海,杨浦区,2023-04-02,银卡会员,1,152.11,152.11,2025-10-09,2025-10-09,0,0.0,1216
2133,user_002133,武雪敏,user_002133@sina.com,13654765126,女,40,云南,大理,2019-01-01,金卡会员,10,2454.84,245.48,2025-04-03,2026-06-12,7,3.4,2768
2134,user_002134,郝蕾,user_002134@qq.com,16490753513,女,43,上海,黄浦区,2019-01-16,银卡会员,5,3912.4,782.48,2025-01-16,2026-06-15,3,5.0,2753
2135,user_002135,金玲,user_002135@sina.com,17345629334,女,28,江西,宜春,2022-12-01,银卡会员,0,0.0,0.0,,,0,0.0,1338
2136,user_002136,卢莉,user_002136@sina.com,18956515822,女,43,浙江,温州,2020-09-11,普通会员,0,0.0,0.0,,,0,0.0,2149
2137,user_002137,金浩新,user_002137@163.com,18309476059,男,36,北京,大兴区,2021-01-29,银卡会员,4,778.88,194.72,2024-06-23,2026-02-19,5,4.0,2009
2138,user_002138,沈慧,user_002138@sina.com,16765612498,女,27,广东,惠州,2019-05-06,银卡会员,5,1242.01,248.4,2024-11-08,2026-05-06,6,3.7,2643
2139,user_002139,何彬,user_002139@outlook.com,18334414679,男,44,上海,闵行区,2024-02-19,金卡会员,2,146.73,73.36,2026-03-06,2026-03-13,1,4.0,893
2140,user_002140,尤婷,user_002140@gmail.com,19693892529,女,31,四川,宜宾,2023-10-30,普通会员,1,76.43,76.43,2025-12-30,2025-12-30,1,3.0,1005
2141,user_002141,李慧,user_002141@qq.com,13493735290,女,41,吉林,吉林,2020-05-27,普通会员,5,761.7,152.34,2025-02-22,2026-06-20,8,4.4,2256
2142,user_002142,黎雪艳,user_002142@outlook.com,17311686744,女,20,浙江,湖州,2022-01-18,普通会员,1,538.23,538.23,2026-05-02,2026-05-02,0,0.0,1655
2143,user_002143,马芳,user_002143@sina.com,19786873207,女,30,湖南,株洲,2021-09-19,普通会员,1,30.76,30.76,2025-02-10,2025-02-10,0,0.0,1776
2144,user_002144,罗明,user_002144@sina.com,13811694418,男,30,天津,河西区,2018-05-09,银卡会员,3,380.28,126.76,2025-08-17,2026-04-27,4,3.5,3005
2145,user_002145,王辉,user_002145@126.com,14697187015,男,29,福建,漳州,2023-07-20,普通会员,1,855.63,855.63,2026-01-26,2026-01-26,0,0.0,1107
2146,user_002146,蒋雨桐,user_002146@gmail.com,14987405419,女,59,浙江,金华,2018-01-21,普通会员,4,812.46,203.12,2025-09-10,2026-01-08,5,3.0,3113
2147,user_002147,熊辉博,user_002147@126.com,13999498511,男,25,青海,海东,2025-12-08,普通会员,0,0.0,0.0,,,0,0.0,235
2148,user_002148,钱辉,user_002148@gmail.com,16426142274,男,31,上海,静安区,2018-01-28,银卡会员,4,594.59,148.65,2024-05-14,2026-06-20,2,4.5,3106
2149,user_002149,郑婷,user_002149@163.com,13451228589,女,24,湖北,十堰,2024-11-02,钻石会员,15,4048.49,269.9,2025-04-17,2026-06-17,12,3.2,636
2150,user_002150,赵蕾,user_002150@sina.com,18370810357,女,24,辽宁,锦州,2020-07-11,银卡会员,4,702.9,175.72,2024-01-06,2026-04-20,7,4.4,2211
2151,user_002151,周华,user_002151@gmail.com,18431891004,男,22,北京,东城区,2019-10-14,普通会员,3,1092.78,364.26,2025-05-21,2026-06-30,4,5.0,2482
2152,user_002152,段龙辉,user_002152@outlook.com,18924601285,男,30,山东,潍坊,2020-04-12,银卡会员,5,412.73,82.55,2024-09-12,2026-05-23,0,0.0,2301
2153,user_002153,康艳,user_002153@sina.com,15997263150,女,41,广东,中山,2021-12-24,普通会员,3,478.33,159.44,2024-10-04,2026-05-24,4,4.2,1680
2154,user_002154,李红,user_002154@qq.com,17108667042,女,30,上海,静安区,2024-04-01,金卡会员,5,400.48,80.1,2024-09-05,2025-11-07,1,1.0,851
2155,user_002155,程文,user_002155@gmail.com,18957903540,男,29,广东,中山,2024-10-07,普通会员,3,610.23,203.41,2025-03-30,2026-06-21,2,3.0,662
2156,user_002156,侯刚,user_002156@gmail.com,19642823598,男,19,内蒙古,通辽,2025-04-06,普通会员,4,758.85,189.71,2025-04-26,2026-05-16,2,4.5,481
2157,user_002157,闫勇,user_002157@126.com,15887691864,男,20,天津,河北区,2021-03-06,普通会员,4,1076.37,269.09,2024-02-27,2026-05-23,3,3.7,1973
2158,user_002158,程浩,user_002158@qq.com,19841212349,男,41,上海,长宁区,2023-10-31,银卡会员,3,423.74,141.25,2025-03-01,2025-06-03,2,3.0,1004
2159,user_002159,郝健辉,user_002159@126.com,16059370627,男,18,北京,东城区,2024-06-23,普通会员,4,1229.76,307.44,2025-04-19,2026-05-16,5,3.4,768
2160,user_002160,周芳,user_002160@gmail.com,14352643611,女,39,浙江,宁波,2024-08-09,普通会员,3,280.63,93.54,2025-06-28,2025-10-02,0,0.0,721
2161,user_002161,崔玲晓燕,user_002161@qq.com,14887057162,女,36,湖南,株洲,2020-02-04,普通会员,0,0.0,0.0,,,0,0.0,2369
2162,user_002162,曹梓涵,user_002162@sina.com,19984754870,女,34,江西,宜春,2020-01-10,金卡会员,5,681.92,136.38,2024-12-16,2026-06-23,2,4.5,2394
2163,user_002163,龙帅,user_002163@sina.com,18096461469,男,24,内蒙古,包头,2019-02-04,普通会员,6,786.23,131.04,2025-01-11,2026-06-23,3,4.0,2734
2164,user_002164,石玲洁,user_002164@qq.com,17483856016,女,34,河北,保定,2023-03-06,普通会员,2,4027.33,2013.66,2025-11-22,2026-04-30,1,5.0,1243
2165,user_002165,温华,user_002165@126.com,19685867789,男,27,湖南,长沙,2024-07-31,普通会员,3,589.05,196.35,2026-04-17,2026-05-29,1,5.0,730
2166,user_002166,郭华,user_002166@qq.com,15324975393,未知,58,上海,杨浦区,2022-01-15,金卡会员,3,2754.78,918.26,2024-07-07,2025-11-10,5,3.4,1658
2167,user_002167,江娟,user_002167@sina.com,13361999326,女,26,北京,东城区,2020-07-24,普通会员,3,92.68,30.89,2024-05-03,2026-03-27,0,0.0,2198
2168,user_002168,雷涛,user_002168@sina.com,18038615742,男,20,湖南,湘潭,2018-08-23,银卡会员,4,2150.36,537.59,2025-02-01,2025-11-17,9,3.8,2899
2169,user_002169,曾婷,user_002169@outlook.com,19368378037,女,36,湖北,黄石,2018-02-04,普通会员,1,454.27,454.27,2026-05-28,2026-05-28,0,0.0,3099
2170,user_002170,王华,user_002170@126.com,13718658807,男,38,重庆,渝中区,2019-10-01,银卡会员,4,1253.92,313.48,2024-03-05,2026-06-28,4,3.5,2495
2171,user_002171,马颖,user_002171@gmail.com,15612046545,女,20,浙江,绍兴,2018-12-05,普通会员,3,596.64,198.88,2025-09-26,2026-04-12,2,4.5,2795
2172,user_002172,侯辉平,user_002172@126.com,16566363638,男,29,北京,大兴区,2022-02-11,钻石会员,6,1808.74,301.46,2025-08-19,2026-06-25,9,3.3,1631
2173,user_002173,段俊,user_002173@outlook.com,18139222304,男,44,江苏,南通,2023-02-26,普通会员,1,225.17,225.17,2026-06-01,2026-06-01,0,0.0,1251
2174,user_002174,严颖佳怡,user_002174@gmail.com,19210379982,女,32,内蒙古,呼和浩特,2024-10-26,普通会员,3,690.97,230.32,2025-10-30,2026-06-23,1,5.0,643
2175,user_002175,唐彬,user_002175@sina.com,13487937012,男,41,辽宁,鞍山,2019-02-24,银卡会员,3,543.62,181.21,2025-08-06,2026-03-23,1,5.0,2714
2176,user_002176,万婷,user_002176@163.com,14357937759,女,56,北京,朝阳区,2019-12-07,银卡会员,2,266.48,133.24,2025-05-28,2026-03-29,2,4.0,2428
2177,user_002177,向强,user_002177@qq.com,13129299292,男,19,江西,九江,2020-01-22,普通会员,1,120.43,120.43,2026-03-02,2026-03-02,1,4.0,2382
2178,user_002178,邓蕾雨桐,user_002178@sina.com,13133704574,女,32,四川,德阳,2018-09-06,普通会员,2,372.85,186.42,2025-08-28,2026-02-01,4,3.2,2885
2179,user_002179,侯婷,user_002179@gmail.com,18085074911,女,21,浙江,嘉兴,2024-05-29,普通会员,2,114.5,57.25,2024-08-06,2025-10-01,0,0.0,793
2180,user_002180,汤霞,user_002180@126.com,14928236964,女,25,浙江,湖州,2018-07-26,普通会员,2,3041.35,1520.68,2025-08-21,2026-05-24,2,3.5,2927
2181,user_002181,贾华,user_002181@sina.com,17382683138,男,36,湖南,株洲,2021-01-29,银卡会员,3,346.72,115.57,2025-10-13,2026-01-03,2,3.0,2009
2182,user_002182,邹杰,user_002182@outlook.com,13033833673,男,26,湖北,荆州,2021-05-23,金卡会员,2,1388.5,694.25,2024-11-08,2026-03-01,3,2.7,1895
2183,user_002183,史杰,user_002183@qq.com,18614047619,男,21,福建,福州,2022-05-19,金卡会员,5,657.16,131.43,2025-03-10,2026-04-11,5,4.0,1534
2184,user_002184,闫浩强,user_002184@sina.com,15561581811,男,33,湖南,株洲,2019-03-11,钻石会员,7,1184.71,169.24,2024-07-29,2026-06-23,5,3.2,2699
2185,user_002185,覃艳,user_002185@126.com,13699429223,女,32,上海,闵行区,2018-08-27,银卡会员,3,581.84,193.95,2025-05-27,2026-04-25,5,4.2,2895
2186,user_002186,韦颖慧,user_002186@sina.com,13978958932,女,41,广东,佛山,2021-02-21,银卡会员,5,601.13,120.23,2024-02-23,2025-04-11,5,4.4,1986
2187,user_002187,龚雨桐,user_002187@126.com,13108981072,女,24,重庆,南岸区,2019-06-02,普通会员,2,518.78,259.39,2025-05-08,2025-10-19,3,4.0,2616
2188,user_002188,蒋红芳,user_002188@outlook.com,14227478301,女,26,福建,福州,2025-08-16,金卡会员,4,978.84,244.71,2025-11-09,2026-06-15,4,4.2,349
2189,user_002189,陈秀英,user_002189@sina.com,17441088344,女,35,江苏,常州,2018-05-29,普通会员,2,348.47,174.24,2025-04-28,2026-06-22,0,0.0,2985
2190,user_002190,崔静,user_002190@sina.com,15253742494,女,42,上海,浦东新区,2023-10-06,普通会员,3,724.77,241.59,2025-04-10,2025-10-27,1,4.0,1029
2191,user_002191,向帅,user_002191@qq.com,13785847702,男,29,北京,东城区,2024-01-13,钻石会员,6,1426.67,237.78,2025-01-21,2026-06-20,5,4.2,930
2192,user_002192,汪秀英,user_002192@163.com,14928310915,女,41,广东,珠海,2019-06-20,银卡会员,3,1198.07,399.36,2026-01-09,2026-04-17,3,3.7,2598
2193,user_002193,郑雯,user_002193@outlook.com,16191043979,女,29,北京,丰台区,2023-12-03,普通会员,3,1351.69,450.56,2025-08-16,2026-05-19,6,3.0,971
2194,user_002194,余丽,user_002194@163.com,18234102425,女,66,四川,绵阳,2025-04-05,普通会员,2,214.89,107.44,2025-07-03,2025-12-01,1,5.0,482
2195,user_002195,范博平,user_002195@sina.com,13596310626,男,34,陕西,渭南,2024-07-06,普通会员,1,221.08,221.08,2026-01-21,2026-01-21,1,4.0,755
2196,user_002196,袁军,user_002196@126.com,19844187768,男,29,广东,广州,2021-04-29,普通会员,3,657.01,219.0,2024-05-03,2025-10-19,2,3.0,1919
2197,user_002197,杜毅华,user_002197@sina.com,17617687296,男,26,安徽,蚌埠,2019-01-01,金卡会员,1,1036.71,1036.71,2026-06-11,2026-06-11,3,1.7,2768
2198,user_002198,熊婷,user_002198@sina.com,14042975810,女,27,山东,青岛,2021-06-26,钻石会员,4,965.12,241.28,2024-03-06,2026-06-07,4,3.2,1861
2199,user_002199,余雨桐,user_002199@126.com,13410082592,女,53,上海,浦东新区,2024-06-02,普通会员,3,2154.53,718.18,2025-03-27,2026-01-02,2,4.0,789
2200,user_002200,熊伟,user_002200@sina.com,14065117682,男,25,福建,泉州,2019-04-10,普通会员,3,1274.79,424.93,2025-08-25,2026-06-23,6,4.3,2669
2201,user_002201,史华,user_002201@outlook.com,19515288004,未知,27,上海,浦东新区,2023-07-28,金卡会员,6,1217.96,202.99,2024-04-20,2026-06-24,6,2.8,1099
2202,user_002202,杜博,user_002202@outlook.com,17605469050,男,34,福建,龙岩,2025-12-04,普通会员,1,1074.85,1074.85,2026-04-13,2026-04-13,2,3.0,239
2203,user_002203,刘健新,user_002203@qq.com,17495170420,男,31,上海,杨浦区,2021-05-29,普通会员,0,0.0,0.0,,,0,0.0,1889
2204,user_002204,邱强,user_002204@gmail.com,19473087887,男,33,江苏,无锡,2025-08-17,金卡会员,5,1917.55,383.51,2025-09-12,2025-12-07,7,3.4,348
2205,user_002205,赵美玲,user_002205@qq.com,15263228441,女,23,湖北,宜昌,2025-12-30,普通会员,2,689.61,344.8,2026-02-23,2026-06-06,1,4.0,213
2206,user_002206,郭静婷,user_002206@qq.com,14335802103,女,33,北京,海淀区,2020-03-21,钻石会员,8,1272.96,159.12,2025-07-09,2026-04-28,5,4.2,2323
2207,user_002207,罗洋,user_002207@qq.com,16700233582,男,50,上海,浦东新区,2022-12-19,普通会员,4,598.52,149.63,2024-06-30,2026-06-12,3,4.0,1320
2208,user_002208,万蕾蕾,user_002208@outlook.com,14506274157,女,56,浙江,温州,2023-02-26,普通会员,1,82.89,82.89,2025-05-21,2025-05-21,1,3.0,1251
2209,user_002209,程磊,user_002209@126.com,13883286041,男,21,四川,宜宾,2024-12-08,金卡会员,3,366.83,122.28,2026-05-01,2026-06-17,0,0.0,600
2210,user_002210,戴静,user_002210@163.com,16143543491,女,32,安徽,安庆,2019-02-03,普通会员,2,399.06,199.53,2026-03-01,2026-06-01,3,3.7,2735
2211,user_002211,孟敏,user_002211@outlook.com,18892455746,女,40,上海,闵行区,2020-12-11,银卡会员,9,2832.85,314.76,2025-03-01,2026-05-23,14,3.3,2058
2212,user_002212,史思琪,user_002212@gmail.com,18433304030,女,34,浙江,宁波,2025-09-20,普通会员,1,112.92,112.92,2026-01-14,2026-01-14,2,3.5,314
2213,user_002213,罗威,user_002213@sina.com,18581815853,男,37,四川,泸州,2023-02-06,钻石会员,8,1350.03,168.75,2024-10-16,2026-06-18,5,4.4,1271
2214,user_002214,文杰,user_002214@qq.com,15062925809,未知,33,广东,佛山,2020-06-04,银卡会员,2,712.44,356.22,2025-05-17,2026-06-06,1,5.0,2248
2215,user_002215,胡佳怡,user_002215@163.com,19949194373,女,31,福建,漳州,2021-12-13,普通会员,5,2392.02,478.4,2024-11-23,2026-04-22,3,4.0,1691
2216,user_002216,田文亮,user_002216@gmail.com,14312938655,男,52,广东,珠海,2022-01-23,普通会员,2,426.02,213.01,2024-10-30,2025-05-02,3,4.0,1650
2217,user_002217,秦雨桐晓燕,user_002217@outlook.com,16850220805,女,53,辽宁,沈阳,2025-01-10,普通会员,2,436.7,218.35,2025-02-13,2025-10-22,0,0.0,567
2218,user_002218,邓涛新,user_002218@outlook.com,14847927951,男,32,四川,成都,2022-08-01,普通会员,4,2108.6,527.15,2025-03-19,2026-06-25,4,3.5,1460
2219,user_002219,曹婷,user_002219@sina.com,14246518359,女,41,北京,朝阳区,2025-07-12,金卡会员,10,1605.21,160.52,2025-07-14,2026-06-18,7,4.3,384
2220,user_002220,何龙,user_002220@sina.com,13461201407,男,53,福建,泉州,2023-06-08,金卡会员,3,604.58,201.53,2025-03-26,2025-09-09,1,3.0,1149
2221,user_002221,沈佳怡,user_002221@163.com,17834007716,女,36,湖北,宜昌,2021-03-09,银卡会员,6,1838.79,306.46,2024-09-05,2025-09-01,9,4.3,1970
2222,user_002222,姚芳,user_002222@sina.com,18010831734,女,20,浙江,金华,2024-07-22,钻石会员,2,171.12,85.56,2026-03-27,2026-06-23,2,4.5,739
2223,user_002223,于宇宇,user_002223@gmail.com,19996321553,男,37,北京,海淀区,2022-08-19,银卡会员,1,344.05,344.05,2026-06-17,2026-06-17,1,5.0,1442
2224,user_002224,崔杰健,user_002224@sina.com,18397531752,男,36,上海,长宁区,2018-02-27,普通会员,1,280.28,280.28,2025-12-01,2025-12-01,0,0.0,3076
2225,user_002225,刘辉伟,user_002225@gmail.com,19861224000,男,33,江苏,徐州,2019-10-20,银卡会员,3,766.82,255.61,2024-01-14,2026-06-07,2,1.5,2476
2226,user_002226,苏俊鹏,user_002226@163.com,14593758183,男,30,上海,长宁区,2024-02-04,银卡会员,1,1057.86,1057.86,2026-04-28,2026-04-28,1,2.0,908
2227,user_002227,付俊,user_002227@qq.com,15002287408,男,48,湖南,岳阳,2022-02-19,普通会员,2,358.05,179.02,2025-07-09,2026-06-28,1,4.0,1623
2228,user_002228,姚芳秀英,user_002228@sina.com,17757842351,女,49,河南,南阳,2024-11-17,普通会员,2,683.18,341.59,2025-09-24,2026-04-08,2,2.5,621
2229,user_002229,武威鹏,user_002229@163.com,18802642149,男,40,安徽,合肥,2021-02-24,银卡会员,5,917.32,183.46,2024-12-29,2026-06-08,1,3.0,1983
2230,user_002230,付杰新,user_002230@outlook.com,14884163447,男,34,福建,泉州,2020-12-04,普通会员,4,883.39,220.85,2024-06-07,2025-07-19,6,3.3,2065
2231,user_002231,段霞,user_002231@qq.com,16927969392,女,32,山东,青岛,2024-02-16,银卡会员,1,68.41,68.41,2026-02-16,2026-02-16,3,3.7,896
2232,user_002232,杜洋文,user_002232@qq.com,13551570453,男,22,湖南,湘潭,2021-10-17,普通会员,8,2570.31,321.29,2025-03-01,2026-05-30,7,3.1,1748
2233,user_002233,袁雯秀英,user_002233@sina.com,18304349481,女,23,宁夏,银川,2024-08-10,普通会员,3,280.74,93.58,2024-10-12,2026-06-16,1,1.0,720
2234,user_002234,贺萍,user_002234@qq.com,15988268744,女,24,广东,广州,2024-02-19,普通会员,1,292.3,292.3,2024-03-05,2024-03-05,1,5.0,893
2235,user_002235,韩颖思琪,user_002235@gmail.com,14373140290,女,21,广东,深圳,2025-02-27,金卡会员,3,215.44,71.81,2025-04-07,2026-03-31,2,4.5,519
2236,user_002236,朱美玲,user_002236@126.com,14008103911,女,45,上海,黄浦区,2024-05-30,普通会员,3,948.62,316.21,2025-02-05,2026-06-23,1,1.0,792
2237,user_002237,韩艳,user_002237@qq.com,13407559786,女,36,四川,泸州,2020-02-11,普通会员,2,292.35,146.18,2025-04-17,2026-06-28,3,4.7,2362
2238,user_002238,覃宇亮,user_002238@gmail.com,14163484430,男,22,北京,大兴区,2025-01-18,普通会员,0,0.0,0.0,,,0,0.0,559
2239,user_002239,冯俊,user_002239@gmail.com,15344755082,男,32,广东,珠海,2024-01-06,钻石会员,7,1034.75,147.82,2025-09-12,2026-05-31,5,3.8,937
2240,user_002240,蒋鹏,user_002240@126.com,14828881613,男,40,四川,宜宾,2024-01-06,普通会员,3,1217.44,405.81,2024-08-31,2026-03-15,2,4.0,937
2241,user_002241,史雨桐霞,user_002241@outlook.com,16195880732,女,31,黑龙江,哈尔滨,2024-04-17,普通会员,5,562.1,112.42,2025-01-22,2026-03-04,3,3.7,835
2242,user_002242,冯伟杰,user_002242@outlook.com,16146355428,男,45,黑龙江,哈尔滨,2024-10-18,普通会员,1,150.97,150.97,2026-03-06,2026-03-06,2,3.5,651
2243,user_002243,宋梓涵,user_002243@outlook.com,15686387203,女,20,河北,邯郸,2024-03-11,普通会员,3,378.8,126.27,2025-04-15,2026-05-12,3,3.0,872
2244,user_002244,夏浩,user_002244@sina.com,19238322704,未知,56,江苏,南通,2019-09-12,银卡会员,2,306.18,153.09,2025-09-05,2025-11-26,1,5.0,2514
2245,user_002245,杜莉,user_002245@163.com,17432740265,女,35,安徽,马鞍山,2023-06-21,普通会员,3,708.03,236.01,2025-09-01,2026-05-14,5,3.0,1136
2246,user_002246,段婷婷,user_002246@sina.com,15859245802,女,30,江西,南昌,2023-09-14,金卡会员,1,30.52,30.52,2026-06-24,2026-06-24,0,0.0,1051
2247,user_002247,秦亮毅,user_002247@126.com,14310818548,男,22,云南,保山,2024-08-25,银卡会员,7,1360.9,194.41,2024-11-04,2026-06-30,6,3.0,705
2248,user_002248,曾静,user_002248@sina.com,18051438827,女,31,福建,莆田,2020-02-11,普通会员,1,85.82,85.82,2026-06-06,2026-06-06,0,0.0,2362
2249,user_002249,张敏梓涵,user_002249@126.com,14749099447,女,22,上海,长宁区,2024-03-24,普通会员,7,1262.49,180.36,2025-10-07,2026-06-14,10,3.2,859
2250,user_002250,李明,user_002250@gmail.com,13813240621,男,23,北京,海淀区,2024-03-17,普通会员,4,578.94,144.74,2025-05-12,2026-06-29,3,2.7,866
2251,user_002251,蒋平,user_002251@163.com,18461335473,男,25,云南,保山,2021-03-09,普通会员,1,49.53,49.53,2025-01-30,2025-01-30,0,0.0,1970
2252,user_002252,邱蕾艳,user_002252@126.com,19370255563,女,52,北京,海淀区,2025-10-16,普通会员,2,281.45,140.72,2025-11-18,2026-02-01,3,4.3,288
2253,user_002253,史艳,user_002253@outlook.com,15814157718,女,52,广东,东莞,2024-05-01,金卡会员,3,320.12,106.71,2024-06-01,2026-05-04,1,5.0,821
2254,user_002254,覃慧秀英,user_002254@outlook.com,13749223966,女,38,四川,宜宾,2020-02-26,银卡会员,2,443.13,221.56,2026-03-12,2026-04-04,0,0.0,2347
2255,user_002255,王红,user_002255@gmail.com,15285141908,女,27,北京,朝阳区,2018-12-02,普通会员,6,1498.23,249.7,2026-01-01,2026-06-24,6,3.8,2798
2256,user_002256,林莉思琪,user_002256@outlook.com,19274574565,女,20,云南,玉溪,2020-08-18,普通会员,1,1697.18,1697.18,2024-10-14,2024-10-14,4,4.5,2173
2257,user_002257,韩丽,user_002257@126.com,19992507633,女,28,广东,东莞,2022-04-30,银卡会员,3,592.95,197.65,2024-03-27,2026-04-11,3,3.7,1553
2258,user_002258,武亮,user_002258@sina.com,16364353712,男,38,北京,海淀区,2024-07-07,金卡会员,5,1800.45,360.09,2024-10-20,2026-06-19,5,3.8,754
2259,user_002259,石磊浩,user_002259@163.com,13463070095,男,35,青海,德令哈,2020-02-12,金卡会员,4,404.39,101.1,2026-01-27,2026-05-04,0,0.0,2361
2260,user_002260,彭平,user_002260@gmail.com,17304286323,男,52,广东,深圳,2019-12-25,银卡会员,2,557.88,278.94,2026-04-03,2026-05-11,2,3.5,2410
2261,user_002261,尹晓燕,user_002261@gmail.com,13026557474,女,19,江西,上饶,2021-05-03,银卡会员,2,130.21,65.1,2024-05-23,2024-09-18,1,5.0,1915
2262,user_002262,董芳,user_002262@qq.com,18493667352,女,30,四川,泸州,2019-09-23,普通会员,7,1297.88,185.41,2024-12-08,2026-05-11,2,2.5,2503
2263,user_002263,廖静,user_002263@gmail.com,13608340289,女,28,福建,福州,2019-12-07,银卡会员,2,440.31,220.15,2025-12-24,2026-06-14,3,3.7,2428
2264,user_002264,罗亮飞,user_002264@163.com,16409393496,男,30,广东,珠海,2020-12-02,金卡会员,1,91.08,91.08,2024-12-09,2024-12-09,0,0.0,2067
2265,user_002265,陈敏,user_002265@gmail.com,15793539562,女,24,四川,德阳,2020-09-06,普通会员,2,1760.0,880.0,2025-11-18,2026-06-23,0,0.0,2154
2266,user_002266,金芳洁,user_002266@126.com,19154262671,女,26,广东,广州,2021-07-05,普通会员,3,522.3,174.1,2025-06-18,2026-02-15,2,4.5,1852
2267,user_002267,杨佳怡霞,user_002267@126.com,17892670136,女,35,吉林,通化,2025-06-28,普通会员,1,29.91,29.91,2025-07-15,2025-07-15,1,5.0,398
2268,user_002268,邵红,user_002268@126.com,13916673221,女,48,北京,西城区,2019-03-18,金卡会员,6,1314.72,219.12,2025-07-11,2026-05-24,1,5.0,2692
2269,user_002269,许亮明,user_002269@outlook.com,18775941447,男,34,广东,珠海,2021-08-12,普通会员,3,250.72,83.57,2025-06-09,2025-10-10,3,3.3,1814
2270,user_002270,唐娟,user_002270@gmail.com,16204533769,女,31,天津,河北区,2019-09-03,银卡会员,2,1372.12,686.06,2026-01-13,2026-04-15,1,1.0,2523
2271,user_002271,施伟,user_002271@163.com,19791627624,男,53,四川,南充,2024-10-20,普通会员,4,2169.3,542.32,2025-05-25,2026-02-17,2,4.0,649
2272,user_002272,杨毅,user_002272@qq.com,14960630079,男,32,湖南,长沙,2022-09-28,银卡会员,3,612.83,204.28,2024-05-03,2026-04-18,0,0.0,1402
2273,user_002273,谭梅,user_002273@gmail.com,17233891787,女,25,福建,漳州,2020-08-16,银卡会员,3,1218.15,406.05,2026-01-04,2026-04-06,3,4.3,2175
2274,user_002274,贾梓涵美玲,user_002274@outlook.com,19356392118,女,32,北京,大兴区,2022-07-11,银卡会员,5,1315.17,263.03,2024-10-10,2026-03-28,4,3.5,1481
2275,user_002275,黄红,user_002275@sina.com,16816269877,女,50,北京,东城区,2022-08-27,银卡会员,5,972.99,194.6,2025-05-08,2026-06-03,5,3.4,1434
2276,user_002276,闫蕾,user_002276@163.com,14510597344,女,32,山西,太原,2020-06-20,普通会员,3,656.48,218.83,2025-01-15,2025-08-29,0,0.0,2232
2277,user_002277,石晶晶蕾,user_002277@qq.com,19685009479,女,28,广东,惠州,2021-11-22,银卡会员,3,465.93,155.31,2026-04-18,2026-06-21,2,3.0,1712
2278,user_002278,钱梅,user_002278@126.com,18479293616,女,29,浙江,嘉兴,2022-03-01,普通会员,2,420.12,210.06,2024-07-20,2025-11-12,0,0.0,1613
2279,user_002279,杜美玲,user_002279@qq.com,19629087929,女,49,山东,烟台,2020-03-11,普通会员,2,333.97,166.98,2024-03-12,2024-06-18,1,3.0,2333
2280,user_002280,姜军,user_002280@163.com,16863677639,男,32,广东,东莞,2018-06-20,普通会员,2,256.66,128.33,2026-05-09,2026-06-15,0,0.0,2963
2281,user_002281,丁平,user_002281@qq.com,16635273600,男,38,河南,新乡,2018-11-06,银卡会员,3,538.14,179.38,2024-05-20,2026-03-07,4,4.0,2824
2282,user_002282,孔亮新,user_002282@gmail.com,19755040841,男,40,四川,成都,2024-07-27,金卡会员,6,1869.45,311.58,2024-08-02,2026-05-27,6,4.2,734
2283,user_002283,夏亮,user_002283@163.com,18383890117,男,34,安徽,蚌埠,2020-05-09,普通会员,3,1001.67,333.89,2025-07-28,2025-12-27,4,4.8,2274
2284,user_002284,吕明俊,user_002284@gmail.com,15282079077,男,59,广东,中山,2021-10-06,普通会员,3,6284.7,2094.9,2026-02-24,2026-04-21,1,5.0,1759
2285,user_002285,何华,user_002285@outlook.com,19988618256,男,28,上海,浦东新区,2022-05-16,金卡会员,4,1311.52,327.88,2025-11-21,2026-04-02,4,4.0,1537
2286,user_002286,史平,user_002286@163.com,18166402802,男,35,重庆,南岸区,2020-09-22,银卡会员,1,341.23,341.23,2026-01-23,2026-01-23,0,0.0,2138
2287,user_002287,孟毅,user_002287@gmail.com,17022244661,未知,20,浙江,宁波,2023-12-29,金卡会员,4,1534.69,383.67,2025-09-06,2026-04-06,2,4.0,945
2288,user_002288,杨华,user_002288@qq.com,18651758666,男,31,江苏,徐州,2020-01-16,普通会员,2,279.46,139.73,2024-07-31,2025-07-06,3,4.0,2388
2289,user_002289,尤婷,user_002289@126.com,14657043883,女,23,辽宁,营口,2022-12-15,普通会员,1,526.4,526.4,2025-10-30,2025-10-30,0,0.0,1324
2290,user_002290,孟文,user_002290@163.com,14923840991,男,21,福建,龙岩,2024-03-18,金卡会员,6,1959.24,326.54,2025-05-07,2026-05-25,2,4.0,865
